src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
10.163.0.23,255.255.255.255,43141,29810,17,2026-04-02 07:56:22,130.36002492904663,31.505056877945442,0.04602637966098677,0.04602637966098677,0.0,6,0,4107,0,687,684,684.5,1.118033988749895,0,0,0,0.0,687,684,684.5,1.118033988749895,1.25,120,0,20,6,26.072004985809325,60.20660996437073,0.0,19.659125425352943,130.36002492904663,60.20660996437073,0.0,26.072004985809325,19.659125425352943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,684.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684.5,0,0,6,0,4107,0
10.163.22.211,224.0.0.251,5353,5353,17,2026-04-02 07:55:54,161.48677110671997,7.381409584394106,0.06811703475531473,0.06811703475531473,0.0,11,0,1192,0,119,82,108.36363636363636,11.299820813323683,0,0,0,0.0,119,82,108.36363636363636,11.299820813323683,127.68595041322311,220,0,20,11,16.148677110671997,142.1330051422119,0.0,42.22919208252466,161.48677110671997,142.1330051422119,0.0,16.148677110671997,42.22919208252466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,108.36363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.36363636363636,0,0,11,0,1192,0
10.163.0.118,255.255.255.255,47970,29810,17,2026-04-02 07:54:26,10.028974056243896,231.13032170592228,0.2991332895244896,0.2991332895244896,0.0,3,0,2318,0,774,772,772.6666666666666,0.9428090415820634,0,0,0,0.0,774,772,772.6666666666666,0.9428090415820634,0.888888888888889,60,0,20,3,5.014487028121948,10.028974056243896,0.0,5.014487028121948,10.028974056243896,10.028974056243896,0.0,5.014487028121948,5.014487028121948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,772.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.6666666666666,0,0,3,0,2318,0
10.163.28.3,10.163.1.249,5353,5353,17,2026-04-02 07:56:15,141.65642786026,1.8213081036782148,0.021178001205560636,0.021178001205560636,0.0,3,0,258,0,86,86,86.0,0.0,0,0,0,0.0,86,86,86.0,0.0,0.0,60,0,20,3,70.82821393013,141.65642786026,0.0,70.82821393013,141.65642786026,141.65642786026,0.0,70.82821393013,70.82821393013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,3,0,258,0
10.163.0.128,255.255.255.255,36631,29810,17,2026-04-02 07:57:06,90.21949696540833,51.319284142929995,0.06650447189148595,0.06650447189148595,0.0,6,0,4630,0,772,771,771.6666666666666,0.4714045207910317,0,0,0,0.0,772,771,771.6666666666666,0.4714045207910317,0.22222222222222224,120,0,20,6,18.043899393081666,30.07322406768799,0.0,11.681842198471537,90.21949696540833,30.07322406768799,0.0,18.043899393081666,11.681842198471537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,771.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.6666666666666,0,0,6,0,4630,0
10.163.18.101,224.0.0.251,5353,5353,17,2026-04-02 07:56:30,126.67292094230652,10.94945936102407,0.055260429363495664,0.055260429363495664,0.0,7,0,1387,0,293,127,198.14285714285714,82.14869544469532,0,0,0,0.0,293,127,198.14285714285714,82.14869544469532,6748.408163265305,140,0,20,7,21.11215349038442,63.17588996887207,0.0,28.646419825805985,126.67292094230652,63.17588996887207,0.0,21.11215349038442,28.646419825805985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,198.14285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.14285714285714,0,0,7,0,1387,0
10.13.0.120,255.255.255.255,35773,29810,17,2026-04-02 07:57:07,90.23772382736206,51.24242726740744,0.06649103884179167,0.06649103884179167,0.0,6,0,4624,0,771,770,770.6666666666666,0.4714045207910317,0,0,0,0.0,771,770,770.6666666666666,0.4714045207910317,0.22222222222222224,120,0,20,6,18.047544765472413,30.10364580154419,0.0,11.6848547234219,90.23772382736206,30.10364580154419,0.0,18.047544765472413,11.6848547234219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,770.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.6666666666666,0,0,6,0,4624,0
10.163.1.249,20.189.173.17,60794,443,6,2026-04-02 07:54:36,2.8512401580810547,5000.981751602647,13.327533947745323,6.313042396300417,7.014491551444907,18,20,5949,8310,1514,66,330.5,461.32228430891996,1514,68,415.5,564.677120131496,1514,66,375.2368421052632,520.0298794153703,270431.0754847646,360,400,20,9,0.07706054481300148,1.5792670249938965,0.0,0.2649024059908402,2.8512401580810547,1.6085169315338135,0.0,0.16772000929888556,0.38411347441612204,2.7285268306732178,1.7144689559936523,9.5367431640625e-07,0.14360667529859042,0.38638815736957854,7,7,0,0,2,3,0,14,36,0,3,1.1111111111111112,375.2368421052632,65535,28960,0,0,0,0,0,0,0,0,2120.0,5.0,3436.5,7.0,6008057.081081081,15524.938709038111,330.5,415.5,0,18,20,5949,8310
10.163.0.150,255.255.255.255,49887,29810,17,2026-04-02 07:54:39,0.0,0,0,0,0,2,0,1552,0,776,776,776.0,0.0,0,0,0,0.0,776,776,776.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.0,0,0,2,0,1552,0
10.163.0.153,255.255.255.255,40455,29810,17,2026-04-02 07:57:09,90.34392404556274,59.90441589929822,0.07748169092666067,0.07748169092666067,0.0,7,0,5412,0,774,772,773.1428571428571,0.6388765649999398,0,0,0,0.0,774,772,773.1428571428571,0.6388765649999398,0.4081632653061224,140,0,20,7,15.057320674260458,30.105234146118164,0.0,9.608747210639926,90.34392404556274,30.105234146118164,0.0,15.057320674260458,9.608747210639926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,773.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.1428571428571,0,0,7,0,5412,0
10.163.1.249,216.239.32.223,60793,443,6,2026-04-02 07:54:34,5.533812999725342,887.6338973224783,4.517680666339976,2.529901173150386,1.9877794931895891,14,11,2602,2310,1188,54,185.85714285714286,315.66570408375674,1377,68,210.0,374.1188435389336,1377,54,196.48,342.8254506304921,117529.28959999999,280,220,20,2,0.23057554165522257,1.0910539627075195,0.0,0.4025394600511179,5.533812999725342,1.1068968772888184,0.0,0.42567792305579555,0.4799917414729744,5.496324062347412,1.1113970279693604,0.014273881912231445,0.5496324062347412,0.48498117402362506,2,3,0,0,2,3,0,5,23,0,3,0.7857142857142857,196.48,65535,28960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.85714285714286,210.0,0,14,11,2602,2310
10.163.0.124,255.255.255.255,44715,29810,17,2026-04-02 07:57:10,90.34186291694641,59.81723008045601,0.07748345865344042,0.07748345865344042,0.0,7,0,5404,0,772,772,772.0,0.0,0,0,0,0.0,772,772,772.0,0.0,0.0,140,0,20,7,15.056977152824402,30.148597955703735,0.0,9.621835495986032,90.34186291694641,30.148597955703735,0.0,15.056977152824402,9.621835495986032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,772.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.0,0,0,7,0,5404,0
10.163.0.143,255.255.255.255,44009,29810,17,2026-04-02 07:57:10,90.24685716629028,77.19936426331718,0.09972646452847059,0.09972646452847059,0.0,9,0,6967,0,777,772,774.1111111111111,1.9688939051854832,0,0,0,0.0,777,772,774.1111111111111,1.9688939051854832,3.8765432098765427,180,0,20,9,11.280857145786285,20.070647954940796,0.0,6.003157276252616,90.24685716629028,20.070647954940796,0.0,11.280857145786285,6.003157276252616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,774.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.1111111111111,0,0,9,0,6967,0
10.163.0.26,255.255.255.255,46632,29810,17,2026-04-02 07:56:40,120.42063093185425,28.475187129192697,0.04152112442285316,0.04152112442285316,0.0,5,0,3429,0,686,685,685.8,0.4,0,0,0,0.0,686,685,685.8,0.4,0.16,100,0,20,5,30.105157732963562,50.175045013427734,0.0,18.773565013220413,120.42063093185425,50.175045013427734,0.0,30.105157732963562,18.773565013220413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,685.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685.8,0,0,5,0,3429,0
10.163.0.99,255.255.255.255,55738,29810,17,2026-04-02 07:57:10,90.2171061038971,59.511995361687575,0.07759060672971001,0.07759060672971001,0.0,7,0,5369,0,767,767,767.0,0.0,0,0,0,0.0,767,767,767.0,0.0,0.0,140,0,20,7,15.036184350649515,20.077296018600464,0.0,7.675842648028523,90.2171061038971,20.077296018600464,0.0,15.036184350649515,7.675842648028523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.0,0,0,7,0,5369,0
10.163.1.249,104.21.88.225,50475,443,17,2026-04-02 07:54:40,0.44868993759155273,22888.85740368194,46.802921662835516,24.515816109104318,22.287105553731198,11,10,6127,4143,1292,83,557.0,564.5910829167344,1242,65,414.3,463.7988896062603,1292,65,489.04761904761904,523.911704319442,274483.4739229025,220,200,20,11,0.022434496879577638,0.17838692665100098,0.0,0.041056605591381,0.44868993759155273,0.17838692665100098,0.0,0.044868993759155276,0.057158203222910604,0.3576021194458008,0.22550296783447266,1.1920928955078125e-06,0.039733568827311196,0.06889983657863412,0,0,0,0,0,0,0,0,0,0,0,0.9090909090909091,489.04761904761904,0,0,0,0,0,0,0,0,0,0,0,0,559.0,4.0,0,68959292.23529412,557.0,414.3,0,11,10,6127,4143
10.163.1.249,216.239.38.178,64385,443,17,2026-04-02 07:54:41,0.20365500450134277,49362.892037026846,98.205296005226,44.1923832023517,54.0129128028743,9,11,5001,5052,1292,73,555.6666666666666,548.6551234103664,1292,63,459.27272727272725,484.14406024899256,1292,63,502.65,516.4081016986469,266677.3275,180,220,20,9,0.010718684447439094,0.05225801467895508,0.0,0.016413863026021474,0.1513969898223877,0.06272697448730469,0.0,0.018924623727798462,0.02658103255355864,0.1633150577545166,0.05241703987121582,9.5367431640625e-07,0.01633150577545166,0.017475163340679535,0,0,0,0,0,0,0,0,0,0,0,1.2222222222222223,502.65,0,0,0,0,0,0,0,0,0,0,0,0,3783.0,5.0,0,172385.51162487507,555.6666666666666,459.27272727272725,0,9,11,5001,5052
10.163.0.123,255.255.255.255,47547,29810,17,2026-04-02 07:57:01,100.28990697860718,61.87063271804198,0.07976874484195581,0.07976874484195581,0.0,8,0,6205,0,776,775,775.625,0.4841229182759271,0,0,0,0.0,776,775,775.625,0.4841229182759271,0.234375,160,0,20,8,14.327129568372454,30.041464805603027,0.0,9.05176457521925,100.28990697860718,30.041464805603027,0.0,14.327129568372454,9.05176457521925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,775.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.625,0,0,8,0,6205,0
10.163.24.185,224.0.0.251,5353,5353,17,2026-04-02 07:55:35,186.89107012748718,3.4779617857429166,0.032104262637626925,0.032104262637626925,0.0,6,0,650,0,119,103,108.33333333333333,7.542472332656507,0,0,0,0.0,119,103,108.33333333333333,7.542472332656507,56.888888888888886,120,0,20,6,37.378214025497435,184.8431990146637,0.0,73.73668828539206,186.89107012748718,184.8431990146637,0.0,37.378214025497435,73.73668828539206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,108.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.33333333333333,0,0,6,0,650,0
10.163.1.249,8.8.4.4,51223,443,17,2026-04-02 07:54:42,0.12199807167053223,86452.18613359077,172.1338682853329,81.9685087073014,90.16535957803153,10,11,4905,5642,1292,73,490.5,529.9109830905564,1292,64,512.9090909090909,470.6696302359504,1292,64,502.23809523809524,499.88169121845175,249881.70521541956,200,220,20,10,0.006099903583526611,0.03855180740356445,0.0,0.011353645746810128,0.09809613227844238,0.05169391632080078,0.0,0.010899570253160264,0.01923546510398649,0.09683394432067871,0.03864288330078125,1.1920928955078125e-06,0.00968339443206787,0.013326317496330682,0,0,0,0,0,0,0,0,0,0,0,1.1,502.23809523809524,0,0,0,0,0,0,0,0,0,0,3059.0,5.0,4293.0,7.0,17672694.126721762,162024.86297376093,490.5,512.9090909090909,0,10,11,4905,5642
10.163.5.187,224.0.0.251,5353,5353,17,2026-04-02 07:57:02,100.05081701278687,4.117907402468736,0.03997968351911394,0.03997968351911394,0.0,4,0,412,0,103,103,103.0,0.0,0,0,0,0.0,103,103,103.0,0.0,0.0,80,0,20,4,33.35027233759562,80.02518606185913,0.0,34.00163870679637,100.05081701278687,80.02518606185913,0.0,33.35027233759562,34.00163870679637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0,0,0,4,0,412,0
10.163.6.104,224.0.0.251,5353,5353,17,2026-04-02 07:54:43,0.10516691207885742,3860.5298185000293,28.526082402709577,28.526082402709577,0.0,3,0,406,0,250,78,135.33333333333334,81.08157757605744,0,0,0,0.0,250,78,135.33333333333334,81.08157757605744,6574.222222222222,60,0,20,3,0.05258345603942871,0.10516691207885742,0.0,0.05258345603942871,0.10516691207885742,0.10516691207885742,0.0,0.05258345603942871,0.05258345603942871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,135.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.33333333333334,0,0,3,0,406,0
34.160.12.0,10.163.1.249,443,60389,6,2026-04-02 07:56:58,105.1100721359253,31.490797530036932,0.1902767222358727,0.10465219722972999,0.08562452500614272,11,9,865,2445,148,68,78.63636363636364,24.35447588981887,1514,54,271.6666666666667,446.661442755522,1514,54,165.5,315.1605146588005,99326.15,220,180,20,11,5.532109059785542,45.00657105445862,0.0,13.910747648631277,105.1100721359253,45.272916078567505,0.0,10.51100721359253,17.85561244569955,90.60002708435059,45.26746606826782,2.1457672119140625e-06,11.325003385543823,19.528009015726887,2,4,0,0,0,0,0,6,20,0,0,0.8181818181818182,165.5,657,2048,0,0,0,0,0,0,0,0,129.0,6.0,1836.0,4.0,469.50430833256684,63120837.24590164,78.63636363636364,271.6666666666667,0,11,9,865,2445
10.163.0.106,255.255.255.255,40039,29810,17,2026-04-02 07:57:03,100.39935493469238,53.546160764648064,0.06972156349563549,0.06972156349563549,0.0,7,0,5376,0,768,768,768.0,0.0,0,0,0,0.0,768,768,768.0,0.0,0.0,140,0,20,7,16.73322582244873,40.146196126937866,0.0,12.520057688615859,100.39935493469238,40.146196126937866,0.0,16.73322582244873,12.520057688615859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.0,0,0,7,0,5376,0
10.163.0.97,255.255.255.255,56005,29810,17,2026-04-02 07:54:24,20.0694260597229,153.56692268271837,0.19930814105479347,0.19930814105479347,0.0,4,0,3082,0,771,770,770.5,0.5,0,0,0,0.0,771,770,770.5,0.5,0.25,80,0,20,4,6.6898086865743,10.035301923751831,0.0,4.73040911155471,20.0694260597229,10.035301923751831,0.0,6.6898086865743,4.73040911155471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,770.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.5,0,0,4,0,3082,0
10.163.2.166,224.0.0.251,5353,5353,17,2026-04-02 07:57:04,99.9605507850647,7.142817785540655,0.06002367887008954,0.06002367887008954,0.0,6,0,714,0,119,119,119.0,0.0,0,0,0,0.0,119,119,119.0,0.0,0.0,120,0,20,6,19.992110157012938,40.09212589263916,0.0,12.678380527894324,99.9605507850647,40.09212589263916,0.0,19.992110157012938,12.678380527894324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0,0,0,6,0,714,0
0.0.0.0,255.255.255.255,68,67,17,2026-04-02 07:57:11,93.39779210090637,44.24087451163528,0.1284826946126872,0.1284826946126872,0.0,12,0,4132,0,352,342,344.3333333333333,4.068851871911234,0,0,0,0.0,352,342,344.3333333333333,4.068851871911234,16.555555555555554,240,0,20,12,8.49070837280967,38.939563035964966,0.0,12.057597175557776,93.39779210090637,38.939563035964966,0.0,8.49070837280967,12.057597175557776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,344.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.3333333333333,0,0,12,0,4132,0
10.163.12.60,224.0.0.251,5353,5353,17,2026-04-02 07:56:46,120.01024508476257,4.95791004826092,0.04166310964925143,0.04166310964925143,0.0,5,0,595,0,119,119,119.0,0.0,0,0,0,0.0,119,119,119.0,0.0,0.0,100,0,20,5,30.002561271190643,60.021180152893066,0.0,22.37432824375278,120.01024508476257,60.021180152893066,0.0,30.002561271190643,22.37432824375278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0,0,0,5,0,595,0
10.163.28.135,224.0.0.251,5353,5353,17,2026-04-02 07:54:22,23.85380983352661,19.954883656822833,0.16768809795649442,0.16768809795649442,0.0,4,0,476,0,119,119,119.0,0.0,0,0,0,0.0,119,119,119.0,0.0,0.0,80,0,20,4,7.95126994450887,22.82846999168396,0.0,10.528093888277128,23.85380983352661,22.82846999168396,0.0,7.95126994450887,10.528093888277128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0,0,0,4,0,476,0
10.13.0.172,255.255.255.255,43359,29810,17,2026-04-02 07:54:46,0.0,0,0,0,0,2,0,1546,0,773,773,773.0,0.0,0,0,0,0.0,773,773,773.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,773.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.0,0,0,2,0,1546,0
10.163.0.132,255.255.255.255,36097,29810,17,2026-04-02 07:54:17,30.107660055160522,127.5422929900464,0.16607069399745625,0.16607069399745625,0.0,5,0,3840,0,768,768,768.0,0.0,0,0,0,0.0,768,768,768.0,0.0,0.0,100,0,20,5,7.526915013790131,10.039896965026855,0.0,4.34566826479069,30.107660055160522,10.039896965026855,0.0,7.526915013790131,4.34566826479069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.0,0,0,5,0,3840,0
10.163.0.137,255.255.255.255,46780,29810,17,2026-04-02 07:57:17,90.29978609085083,77.16518833155904,0.09966801018714572,0.09966801018714572,0.0,9,0,6968,0,776,773,774.2222222222222,0.9162456945817024,0,0,0,0.0,776,773,774.2222222222222,0.9162456945817024,0.8395061728395061,180,0,20,9,11.287473261356354,30.08845806121826,0.0,7.828582345605123,90.29978609085083,30.08845806121826,0.0,11.287473261356354,7.828582345605123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,774.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.2222222222222,0,0,9,0,6968,0
10.163.0.148,255.255.255.255,46936,29810,17,2026-04-02 07:54:28,20.072486877441406,115.33199718275705,0.1494583116839184,0.1494583116839184,0.0,3,0,2315,0,772,771,771.6666666666666,0.4714045207910317,0,0,0,0.0,772,771,771.6666666666666,0.4714045207910317,0.2222222222222222,60,0,20,3,10.036243438720703,20.072486877441406,0.0,10.036243438720703,20.072486877441406,20.072486877441406,0.0,10.036243438720703,10.036243438720703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,771.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.6666666666666,0,0,3,0,2315,0
10.163.0.122,255.255.255.255,33159,29810,17,2026-04-02 07:57:19,90.32105207443237,51.3280115047767,0.0664296956489776,0.0664296956489776,0.0,6,0,4636,0,774,772,772.6666666666666,0.7453559924999299,0,0,0,0.0,774,772,772.6666666666666,0.7453559924999299,0.5555555555555556,120,0,20,6,18.064210414886475,50.182618141174316,0.0,17.26767383334773,90.32105207443237,50.182618141174316,0.0,18.064210414886475,17.26767383334773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,772.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.6666666666666,0,0,6,0,4636,0
10.163.1.249,23.65.124.104,51080,443,17,2026-04-02 07:54:19,31.209872007369995,593.7864787021169,2.467168080081103,1.1855223241948158,1.2816457558862875,37,40,8884,9648,1292,71,240.1081081081081,416.12730535087803,1494,63,241.2,417.2786958376859,1494,63,240.67532467532467,416.72618440380216,173660.7127677517,740,800,20,37,0.4106562106232894,6.405137062072754,0.0,1.0377142476419392,29.837137937545776,6.482219219207764,0.0,0.8288093871540494,1.4260357020104342,30.111248016357422,6.491469860076904,1.9073486328125e-06,0.7720832824707031,1.3894927257713936,0,0,0,0,0,0,0,0,0,0,0,1.0810810810810811,240.67532467532467,0,0,0,0,0,0,0,0,0,0,5000.0,4.0,2880.5,5.0,7726.687414591659,175096995.2463768,240.1081081081081,241.2,0,37,40,8884,9648
10.163.0.133,255.255.255.255,38995,29810,17,2026-04-02 07:54:20,30.10848903656006,102.03102507966241,0.13285289723914376,0.13285289723914376,0.0,4,0,3072,0,768,768,768.0,0.0,0,0,0,0.0,768,768,768.0,0.0,0.0,80,0,20,4,10.036163012186686,20.069627046585083,0.0,8.193391154282647,30.10848903656006,20.069627046585083,0.0,10.036163012186686,8.193391154282647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.0,0,0,4,0,3072,0
10.163.0.99,255.255.255.255,47259,29810,17,2026-04-02 07:54:20,30.11703896522522,101.86924430195414,0.13281518161923617,0.13281518161923617,0.0,4,0,3068,0,767,767,767.0,0.0,0,0,0,0.0,767,767,767.0,0.0,0.0,80,0,20,4,10.039012988408407,20.073541164398193,0.0,8.194989477514254,30.11703896522522,20.073541164398193,0.0,10.039012988408407,8.194989477514254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.0,0,0,4,0,3068,0
10.163.0.88,255.255.255.255,43289,29810,17,2026-04-02 07:57:21,90.39103889465332,76.83283746848052,0.09956739196779334,0.09956739196779334,0.0,9,0,6945,0,774,771,771.6666666666666,1.247219128924647,0,0,0,0.0,774,771,771.6666666666666,1.247219128924647,1.5555555555555556,180,0,20,9,11.298879861831665,20.076231002807617,0.0,6.014095783105999,90.39103889465332,20.076231002807617,0.0,11.298879861831665,6.014095783105999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,771.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.6666666666666,0,0,9,0,6945,0
57.144.125.33,10.163.1.249,443,53724,6,2026-04-02 07:56:33,139.86142897605896,20.448811519647535,0.10724901146668288,0.06434940688000973,0.04289960458667315,9,6,1940,920,962,68,215.55555555555554,275.508060422966,496,66,153.33333333333334,154.67995632559794,962,66,190.66666666666666,236.73266685346903,56042.35555555556,180,120,20,9,9.990102069718498,52.8460111618042,0.0,19.200514802416382,139.86142897605896,52.84627318382263,0.0,17.48267862200737,22.691270319425644,86.98849391937256,47.76660490036011,0.10436797142028809,17.39769878387451,21.25070359274562,4,3,0,0,0,0,0,7,15,0,0,0.6666666666666666,190.66666666666666,631,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.55555555555554,153.33333333333334,0,9,6,1940,920
10.163.0.21,255.255.255.255,47261,29810,17,2026-04-02 07:57:22,90.30048704147339,67.77372083485213,0.09966723652184137,0.09966723652184137,0.0,9,0,6120,0,680,680,680.0,0.0,0,0,0,0.0,680,680,680.0,0.0,0.0,180,0,20,9,11.287560880184174,20.144522190093994,0.0,6.032538209308728,90.30048704147339,20.144522190093994,0.0,11.287560880184174,6.032538209308728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.0,0,0,9,0,6120,0
10.163.0.111,255.255.255.255,50007,29810,17,2026-04-02 07:54:23,30.106637954711914,103.0005410987669,0.132861065590154,0.132861065590154,0.0,4,0,3101,0,776,773,775.25,1.299038105676658,0,0,0,0.0,776,773,775.25,1.299038105676658,1.6875,80,0,20,4,10.03554598490397,20.076664924621582,0.0,8.196265081009019,30.106637954711914,20.076664924621582,0.0,10.03554598490397,8.196265081009019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,775.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.25,0,0,4,0,3101,0
10.163.31.253,224.0.0.251,5353,5353,17,2026-04-02 07:56:33,139.98189282417297,3.6790472653979323,0.03571890548930031,0.03571890548930031,0.0,5,0,515,0,103,103,103.0,0.0,0,0,0,0.0,103,103,103.0,0.0,0.0,100,0,20,5,34.99547320604324,59.96450591087341,0.0,21.78532988979796,139.98189282417297,59.96450591087341,0.0,34.99547320604324,21.78532988979796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.0,0,0,5,0,515,0
